"","State","Year","Month","avg_temp","max_temp","drought_severity","avg_precip","total_fires","total_acres_burned"
"6063","MT",2015,2,26.9,37.6,0.61,0.9,8,37.9
"6064","MT",2015,3,39.5,52.6,-0.64,0.99,97,11622.15
"6065","MT",2015,4,42.8,56.5,-1.07,1.08,100,9058.45
"6066","MT",2015,5,49.6,61.7,-0.9,2.43,105,324.13
"6067","MT",2015,6,63.8,78.2,-1.74,1.77,202,941.790000000001
"6068","MT",2015,7,66.2,80.8,-1.72,1.88,442,30692.4399999999
"6069","MT",2015,8,65.9,81.7,-2.07,1.01,515,28610.4599999999
"6070","MT",2015,9,57.3,71.9,-2.21,1.29,146,12141.76
"6071","MT",2015,10,48,60.4,-2.19,1.4,84,19319.71
"6072","MT",2015,11,30,40,-1.99,1.34,32,122108.52
"6073","MT",2015,12,23.6,32.3,-1.71,1.61,9,2717.9
"6074","MT",2016,1,23.4,32.1,-1.98,0.91,1,0.1
"6075","MT",2016,2,33.6,44,-2.31,0.85,22,67
"6076","MT",2016,3,37.4,49.4,-2.86,1.37,57,1578.67
"6077","MT",2016,4,45,57.5,-2.55,2.33,69,2412.12
"6078","MT",2016,5,51,63.6,-1.89,3.1,45,21.82
"6079","MT",2016,6,62.4,77.5,-2.66,1.53,169,4402.5
"6080","MT",2016,7,65.9,80.6,-2.29,2.07,411,13752.58
"6081","MT",2016,8,64.4,79.8,-2.41,1.04,359,19270.8899999999
"6082","MT",2016,9,54.8,67,0.66,2.47,122,11937.83
"6083","MT",2016,10,44.3,54.6,2.2,3.36,13,142.12
"6084","MT",2016,11,39.1,50,1.3,0.65,11,37939.63
"6085","MT",2016,12,14.2,23,1.41,1.49,6,0.6
"6086","MT",2017,1,15.2,24.6,1.11,0.91,2,10
"6087","MT",2017,2,25.4,34.9,1.59,1.72,3,10.8
"6088","MT",2017,3,35.8,46.4,2.01,1.84,23,35.9
"6089","MT",2017,4,42.1,53.6,2.25,2.13,27,179.48
"6090","MT",2017,5,52.3,66.4,-0.59,1.54,51,84.6
"6091","MT",2017,6,60.6,74.8,-1.31,1.72,155,1596.15
"6092","MT",2017,7,71.6,88.4,-2.5,0.43,560,147193.76
"6093","MT",2017,8,65.5,81.5,-3.58,0.37,323,302783.459999999
"6094","MT",2017,9,55.2,68.5,0.23,2.1,145,171763.37
"6095","MT",2017,10,42.6,55.1,0.12,1.16,68,101726.22
"6096","MT",2017,11,30.7,40.2,0.3,1.7,16,178594.8
"6097","MT",2017,12,21.1,30,0.48,1.81,11,325.8
